"epoch","base1cd5-no_graphs - _step","base1cd5-no_graphs - _step__MIN","base1cd5-no_graphs - _step__MAX","base1cd5-no_graphs - train.rmse","base1cd5-no_graphs - train.rmse__MIN","base1cd5-no_graphs - train.rmse__MAX","base1cd5-no_graphs - valid.rmse","base1cd5-no_graphs - valid.rmse__MIN","base1cd5-no_graphs - valid.rmse__MAX","base3cd5_s1n64-all_graphs - _step","base3cd5_s1n64-all_graphs - _step__MIN","base3cd5_s1n64-all_graphs - _step__MAX","base3cd5_s1n64-all_graphs - train.rmse","base3cd5_s1n64-all_graphs - train.rmse__MIN","base3cd5_s1n64-all_graphs - train.rmse__MAX","base3cd5_s1n64-all_graphs - valid.rmse","base3cd5_s1n64-all_graphs - valid.rmse__MIN","base3cd5_s1n64-all_graphs - valid.rmse__MAX","DeepSTABp - _step","DeepSTABp - _step__MIN","DeepSTABp - _step__MAX","DeepSTABp - train.rmse","DeepSTABp - train.rmse__MIN","DeepSTABp - train.rmse__MAX","DeepSTABp - valid.rmse","DeepSTABp - valid.rmse__MIN","DeepSTABp - valid.rmse__MAX","base3d5_s1n16-all_graphs-bs64 - _step","base3d5_s1n16-all_graphs-bs64 - _step__MIN","base3d5_s1n16-all_graphs-bs64 - _step__MAX","base3d5_s1n16-all_graphs-bs64 - train.rmse","base3d5_s1n16-all_graphs-bs64 - train.rmse__MIN","base3d5_s1n16-all_graphs-bs64 - train.rmse__MAX","base3d5_s1n16-all_graphs-bs64 - valid.rmse","base3d5_s1n16-all_graphs-bs64 - valid.rmse__MIN","base3d5_s1n16-all_graphs-bs64 - valid.rmse__MAX","base3d5_s1n64-all_graphs - _step","base3d5_s1n64-all_graphs - _step__MIN","base3d5_s1n64-all_graphs - _step__MAX","base3d5_s1n64-all_graphs - train.rmse","base3d5_s1n64-all_graphs - train.rmse__MIN","base3d5_s1n64-all_graphs - train.rmse__MAX","base3d5_s1n64-all_graphs - valid.rmse","base3d5_s1n64-all_graphs - valid.rmse__MIN","base3d5_s1n64-all_graphs - valid.rmse__MAX"
"126","125","125","125","3.9914515018463135","3.9914515018463135","3.9914515018463135","4.233208656311035","4.233208656311035","4.233208656311035","125","125","125","2.9145243167877197","2.9145243167877197","2.9145243167877197","4.579876899719238","4.579876899719238","4.579876899719238","125","125","125","2.35","2.35","2.35","4.3","4.3","4.3","125","125","125","4.346163272857666","4.346163272857666","4.346163272857666","5.001054286956787","5.001054286956787","5.001054286956787","125","125","125","2.625107765197754","2.625107765197754","2.625107765197754","4.692720413208008","4.692720413208008","4.692720413208008"
"127","126","126","126","3.8392319679260254","3.8392319679260254","3.8392319679260254","4.243590831756592","4.243590831756592","4.243590831756592","126","126","126","2.7275054454803467","2.7275054454803467","2.7275054454803467","4.651681423187256","4.651681423187256","4.651681423187256","126","126","126","2.35","2.35","2.35","4.3","4.3","4.3","126","126","126","4.298573970794678","4.298573970794678","4.298573970794678","4.808650016784668","4.808650016784668","4.808650016784668","126","126","126","2.4272658824920654","2.4272658824920654","2.4272658824920654","4.630084037780762","4.630084037780762","4.630084037780762"
"128","127","127","127","3.802467107772827","3.802467107772827","3.802467107772827","4.229417324066162","4.229417324066162","4.229417324066162","127","127","127","2.669602632522583","2.669602632522583","2.669602632522583","4.6251702308654785","4.6251702308654785","4.6251702308654785","127","127","127","2.35","2.35","2.35","4.3","4.3","4.3","127","127","127","4.227109909057617","4.227109909057617","4.227109909057617","4.8748908042907715","4.8748908042907715","4.8748908042907715","127","127","127","2.5094709396362305","2.5094709396362305","2.5094709396362305","5.21090841293335","5.21090841293335","5.21090841293335"
"129","128","128","128","3.8033673763275146","3.8033673763275146","3.8033673763275146","4.252199649810791","4.252199649810791","4.252199649810791","128","128","128","2.6476120948791504","2.6476120948791504","2.6476120948791504","4.742088794708252","4.742088794708252","4.742088794708252","128","128","128","2.35","2.35","2.35","4.3","4.3","4.3","128","128","128","4.414827823638916","4.414827823638916","4.414827823638916","4.974076271057129","4.974076271057129","4.974076271057129","128","128","128","2.551915407180786","2.551915407180786","2.551915407180786","4.685225009918213","4.685225009918213","4.685225009918213"
"130","129","129","129","3.809049129486084","3.809049129486084","3.809049129486084","4.221074104309082","4.221074104309082","4.221074104309082","129","129","129","2.6049349308013916","2.6049349308013916","2.6049349308013916","4.65770149230957","4.65770149230957","4.65770149230957","129","129","129","2.35","2.35","2.35","4.3","4.3","4.3","129","129","129","4.299380302429199","4.299380302429199","4.299380302429199","5.216692924499512","5.216692924499512","5.216692924499512","129","129","129","2.468904495239258","2.468904495239258","2.468904495239258","5.126232147216797","5.126232147216797","5.126232147216797"
"131","130","130","130","3.7868778705596924","3.7868778705596924","3.7868778705596924","4.259140491485596","4.259140491485596","4.259140491485596","130","130","130","2.6104953289031982","2.6104953289031982","2.6104953289031982","4.739720821380615","4.739720821380615","4.739720821380615","130","130","130","2.35","2.35","2.35","4.3","4.3","4.3","130","130","130","4.297317028045654","4.297317028045654","4.297317028045654","4.746727466583252","4.746727466583252","4.746727466583252","130","130","130","2.5859885215759277","2.5859885215759277","2.5859885215759277","4.692378997802734","4.692378997802734","4.692378997802734"
"132","131","131","131","3.8774633407592773","3.8774633407592773","3.8774633407592773","4.185992240905762","4.185992240905762","4.185992240905762","131","131","131","2.658308267593384","2.658308267593384","2.658308267593384","5.041168689727783","5.041168689727783","5.041168689727783","131","131","131","2.35","2.35","2.35","4.3","4.3","4.3","131","131","131","4.3117828369140625","4.3117828369140625","4.3117828369140625","5.1491265296936035","5.1491265296936035","5.1491265296936035","131","131","131","2.5835180282592773","2.5835180282592773","2.5835180282592773","4.895247459411621","4.895247459411621","4.895247459411621"
"133","132","132","132","3.7731523513793945","3.7731523513793945","3.7731523513793945","4.398423671722412","4.398423671722412","4.398423671722412","132","132","132","2.5649051666259766","2.5649051666259766","2.5649051666259766","4.536352634429932","4.536352634429932","4.536352634429932","132","132","132","2.35","2.35","2.35","4.3","4.3","4.3","132","132","132","4.308516502380371","4.308516502380371","4.308516502380371","4.726287364959717","4.726287364959717","4.726287364959717","132","132","132","2.4997172355651855","2.4997172355651855","2.4997172355651855","4.805922985076904","4.805922985076904","4.805922985076904"
"134","133","133","133","3.7743940353393555","3.7743940353393555","3.7743940353393555","4.238028049468994","4.238028049468994","4.238028049468994","133","133","133","2.665260076522827","2.665260076522827","2.665260076522827","4.760335445404053","4.760335445404053","4.760335445404053","133","133","133","2.35","2.35","2.35","4.3","4.3","4.3","133","133","133","4.333888053894043","4.333888053894043","4.333888053894043","4.610433578491211","4.610433578491211","4.610433578491211","133","133","133","2.6590263843536377","2.6590263843536377","2.6590263843536377","5.010641574859619","5.010641574859619","5.010641574859619"
"135","134","134","134","3.789621353149414","3.789621353149414","3.789621353149414","4.2782979011535645","4.2782979011535645","4.2782979011535645","134","134","134","2.5706329345703125","2.5706329345703125","2.5706329345703125","4.591551303863525","4.591551303863525","4.591551303863525","134","134","134","2.35","2.35","2.35","4.3","4.3","4.3","134","134","134","4.392288684844971","4.392288684844971","4.392288684844971","4.960299015045166","4.960299015045166","4.960299015045166","134","134","134","2.4997329711914062","2.4997329711914062","2.4997329711914062","4.576503276824951","4.576503276824951","4.576503276824951"
"136","135","135","135","3.7397661209106445","3.7397661209106445","3.7397661209106445","4.207645893096924","4.207645893096924","4.207645893096924","135","135","135","2.521326780319214","2.521326780319214","2.521326780319214","4.74869966506958","4.74869966506958","4.74869966506958","135","135","135","2.35","2.35","2.35","4.3","4.3","4.3","135","135","135","4.335209846496582","4.335209846496582","4.335209846496582","4.560835361480713","4.560835361480713","4.560835361480713","135","135","135","2.5367541313171387","2.5367541313171387","2.5367541313171387","4.549137115478516","4.549137115478516","4.549137115478516"
"137","136","136","136","3.8518290519714355","3.8518290519714355","3.8518290519714355","4.425619602203369","4.425619602203369","4.425619602203369","136","136","136","2.6704866886138916","2.6704866886138916","2.6704866886138916","4.706618785858154","4.706618785858154","4.706618785858154","136","136","136","2.35","2.35","2.35","4.3","4.3","4.3","136","136","136","4.343947410583496","4.343947410583496","4.343947410583496","5.084155559539795","5.084155559539795","5.084155559539795","136","136","136","2.7586300373077393","2.7586300373077393","2.7586300373077393","4.838837623596191","4.838837623596191","4.838837623596191"
"138","137","137","137","3.7048895359039307","3.7048895359039307","3.7048895359039307","4.291733741760254","4.291733741760254","4.291733741760254","137","137","137","2.404226779937744","2.404226779937744","2.404226779937744","5.66230583190918","5.66230583190918","5.66230583190918","137","137","137","2.35","2.35","2.35","4.3","4.3","4.3","137","137","137","4.258586883544922","4.258586883544922","4.258586883544922","4.770865440368652","4.770865440368652","4.770865440368652","137","137","137","2.559443473815918","2.559443473815918","2.559443473815918","5.058252334594727","5.058252334594727","5.058252334594727"
"139","138","138","138","3.7149441242218018","3.7149441242218018","3.7149441242218018","4.21314811706543","4.21314811706543","4.21314811706543","138","138","138","2.438814878463745","2.438814878463745","2.438814878463745","4.683845520019531","4.683845520019531","4.683845520019531","138","138","138","2.35","2.35","2.35","4.3","4.3","4.3","138","138","138","4.235594749450684","4.235594749450684","4.235594749450684","4.960153102874756","4.960153102874756","4.960153102874756","138","138","138","2.5054752826690674","2.5054752826690674","2.5054752826690674","4.7727203369140625","4.7727203369140625","4.7727203369140625"
"140","139","139","139","3.7509515285491943","3.7509515285491943","3.7509515285491943","4.375747203826904","4.375747203826904","4.375747203826904","139","139","139","2.514810800552368","2.514810800552368","2.514810800552368","4.643665313720703","4.643665313720703","4.643665313720703","139","139","139","2.35","2.35","2.35","4.3","4.3","4.3","139","139","139","4.296890735626221","4.296890735626221","4.296890735626221","4.931279182434082","4.931279182434082","4.931279182434082","139","139","139","2.586197853088379","2.586197853088379","2.586197853088379","5.156429767608643","5.156429767608643","5.156429767608643"
"141","140","140","140","3.724245548248291","3.724245548248291","3.724245548248291","4.235158920288086","4.235158920288086","4.235158920288086","140","140","140","2.5776593685150146","2.5776593685150146","2.5776593685150146","4.689042091369629","4.689042091369629","4.689042091369629","140","140","140","2.35","2.35","2.35","4.3","4.3","4.3","140","140","140","4.339983940124512","4.339983940124512","4.339983940124512","5.204818248748779","5.204818248748779","5.204818248748779","140","140","140","2.508694887161255","2.508694887161255","2.508694887161255","4.65748405456543","4.65748405456543","4.65748405456543"
"142","141","141","141","3.68211030960083","3.68211030960083","3.68211030960083","4.3812174797058105","4.3812174797058105","4.3812174797058105","141","141","141","2.4362168312072754","2.4362168312072754","2.4362168312072754","4.845565319061279","4.845565319061279","4.845565319061279","141","141","141","2.35","2.35","2.35","4.3","4.3","4.3","141","141","141","4.209254741668701","4.209254741668701","4.209254741668701","4.775264739990234","4.775264739990234","4.775264739990234","141","141","141","2.5224883556365967","2.5224883556365967","2.5224883556365967","4.830942153930664","4.830942153930664","4.830942153930664"
"143","142","142","142","3.6728625297546387","3.6728625297546387","3.6728625297546387","4.328978061676025","4.328978061676025","4.328978061676025","142","142","142","2.4483587741851807","2.4483587741851807","2.4483587741851807","4.838255405426025","4.838255405426025","4.838255405426025","142","142","142","2.35","2.35","2.35","4.3","4.3","4.3","142","142","142","4.2190351486206055","4.2190351486206055","4.2190351486206055","4.72330904006958","4.72330904006958","4.72330904006958","142","142","142","2.4610984325408936","2.4610984325408936","2.4610984325408936","4.958332061767578","4.958332061767578","4.958332061767578"
"144","143","143","143","3.7021408081054688","3.7021408081054688","3.7021408081054688","4.3430609703063965","4.3430609703063965","4.3430609703063965","143","143","143","2.5488169193267822","2.5488169193267822","2.5488169193267822","4.7779860496521","4.7779860496521","4.7779860496521","143","143","143","2.35","2.35","2.35","4.3","4.3","4.3","143","143","143","4.3425092697143555","4.3425092697143555","4.3425092697143555","4.669087886810303","4.669087886810303","4.669087886810303","143","143","143","2.5491738319396973","2.5491738319396973","2.5491738319396973","4.675424575805664","4.675424575805664","4.675424575805664"
"145","144","144","144","3.6758925914764404","3.6758925914764404","3.6758925914764404","4.195199489593506","4.195199489593506","4.195199489593506","144","144","144","2.4269795417785645","2.4269795417785645","2.4269795417785645","5.357725143432617","5.357725143432617","5.357725143432617","144","144","144","2.35","2.35","2.35","4.3","4.3","4.3","144","144","144","4.223336219787598","4.223336219787598","4.223336219787598","5.219092845916748","5.219092845916748","5.219092845916748","144","144","144","2.438560724258423","2.438560724258423","2.438560724258423","4.582083702087402","4.582083702087402","4.582083702087402"
"146","145","145","145","3.581578254699707","3.581578254699707","3.581578254699707","4.255187511444092","4.255187511444092","4.255187511444092","145","145","145","2.307451009750366","2.307451009750366","2.307451009750366","4.575518608093262","4.575518608093262","4.575518608093262","145","145","145","2.35","2.35","2.35","4.3","4.3","4.3","145","145","145","4.278008460998535","4.278008460998535","4.278008460998535","5.014596462249756","5.014596462249756","5.014596462249756","145","145","145","2.449730157852173","2.449730157852173","2.449730157852173","4.635506629943848","4.635506629943848","4.635506629943848"
"147","146","146","146","3.6559550762176514","3.6559550762176514","3.6559550762176514","4.299058437347412","4.299058437347412","4.299058437347412","146","146","146","2.3439366817474365","2.3439366817474365","2.3439366817474365","4.660930633544922","4.660930633544922","4.660930633544922","146","146","146","2.35","2.35","2.35","4.3","4.3","4.3","146","146","146","4.241520881652832","4.241520881652832","4.241520881652832","4.6746039390563965","4.6746039390563965","4.6746039390563965","146","146","146","2.4208414554595947","2.4208414554595947","2.4208414554595947","4.945178508758545","4.945178508758545","4.945178508758545"
"148","147","147","147","3.6390624046325684","3.6390624046325684","3.6390624046325684","4.453972816467285","4.453972816467285","4.453972816467285","147","147","147","2.3331844806671143","2.3331844806671143","2.3331844806671143","4.67977237701416","4.67977237701416","4.67977237701416","147","147","147","2.35","2.35","2.35","4.3","4.3","4.3","147","147","147","4.291876316070557","4.291876316070557","4.291876316070557","5.149420738220215","5.149420738220215","5.149420738220215","147","147","147","2.432194948196411","2.432194948196411","2.432194948196411","4.5958380699157715","4.5958380699157715","4.5958380699157715"
"149","148","148","148","3.668044328689575","3.668044328689575","3.668044328689575","4.399874210357666","4.399874210357666","4.399874210357666","148","148","148","2.507976770401001","2.507976770401001","2.507976770401001","4.687160015106201","4.687160015106201","4.687160015106201","148","148","148","2.35","2.35","2.35","4.3","4.3","4.3","148","148","148","4.322264671325684","4.322264671325684","4.322264671325684","4.956188201904297","4.956188201904297","4.956188201904297","148","148","148","2.515894889831543","2.515894889831543","2.515894889831543","5.498996734619141","5.498996734619141","5.498996734619141"
