"epoch","base1cd5-no_graphs - _step","base1cd5-no_graphs - _step__MIN","base1cd5-no_graphs - _step__MAX","base1cd5-no_graphs - train.mae","base1cd5-no_graphs - train.mae__MIN","base1cd5-no_graphs - train.mae__MAX","base1cd5-no_graphs - valid.mae","base1cd5-no_graphs - valid.mae__MIN","base1cd5-no_graphs - valid.mae__MAX","base3cd5_s1n64-all_graphs - _step","base3cd5_s1n64-all_graphs - _step__MIN","base3cd5_s1n64-all_graphs - _step__MAX","base3cd5_s1n64-all_graphs - train.mae","base3cd5_s1n64-all_graphs - train.mae__MIN","base3cd5_s1n64-all_graphs - train.mae__MAX","base3cd5_s1n64-all_graphs - valid.mae","base3cd5_s1n64-all_graphs - valid.mae__MIN","base3cd5_s1n64-all_graphs - valid.mae__MAX","DeepSTABp - _step","DeepSTABp - _step__MIN","DeepSTABp - _step__MAX","DeepSTABp - train.mae","DeepSTABp - train.mae__MIN","DeepSTABp - train.mae__MAX","DeepSTABp - valid.mae","DeepSTABp - valid.mae__MIN","DeepSTABp - valid.mae__MAX","base3d5_s1n16-all_graphs-bs64 - _step","base3d5_s1n16-all_graphs-bs64 - _step__MIN","base3d5_s1n16-all_graphs-bs64 - _step__MAX","base3d5_s1n16-all_graphs-bs64 - train.mae","base3d5_s1n16-all_graphs-bs64 - train.mae__MIN","base3d5_s1n16-all_graphs-bs64 - train.mae__MAX","base3d5_s1n16-all_graphs-bs64 - valid.mae","base3d5_s1n16-all_graphs-bs64 - valid.mae__MIN","base3d5_s1n16-all_graphs-bs64 - valid.mae__MAX","base3d5_s1n64-all_graphs - _step","base3d5_s1n64-all_graphs - _step__MIN","base3d5_s1n64-all_graphs - _step__MAX","base3d5_s1n64-all_graphs - train.mae","base3d5_s1n64-all_graphs - train.mae__MIN","base3d5_s1n64-all_graphs - train.mae__MAX","base3d5_s1n64-all_graphs - valid.mae","base3d5_s1n64-all_graphs - valid.mae__MIN","base3d5_s1n64-all_graphs - valid.mae__MAX"
"125","124","124","124","2.9978578090667725","2.9978578090667725","2.9978578090667725","3.3233048915863037","3.3233048915863037","3.3233048915863037","124","124","124","2.060999631881714","2.060999631881714","2.060999631881714","3.5183775424957275","3.5183775424957275","3.5183775424957275","124","124","124","1.81","1.81","1.81","3.22","3.22","3.22","124","124","124","3.1258654594421387","3.1258654594421387","3.1258654594421387","3.623826265335083","3.623826265335083","3.623826265335083","124","124","124","1.7708581686019897","1.7708581686019897","1.7708581686019897","3.5622856616973877","3.5622856616973877","3.5622856616973877"
"126","125","125","125","3.0994105339050293","3.0994105339050293","3.0994105339050293","3.2676916122436523","3.2676916122436523","3.2676916122436523","125","125","125","2.238929033279419","2.238929033279419","2.238929033279419","3.4849445819854736","3.4849445819854736","3.4849445819854736","125","125","125","1.81","1.81","1.81","3.22","3.22","3.22","125","125","125","3.2139668464660645","3.2139668464660645","3.2139668464660645","3.820006847381592","3.820006847381592","3.820006847381592","125","125","125","1.8909835815429688","1.8909835815429688","1.8909835815429688","3.6062915325164795","3.6062915325164795","3.6062915325164795"
"127","126","126","126","2.9712140560150146","2.9712140560150146","2.9712140560150146","3.253218412399292","3.253218412399292","3.253218412399292","126","126","126","2.1077888011932373","2.1077888011932373","2.1077888011932373","3.5482094287872314","3.5482094287872314","3.5482094287872314","126","126","126","1.81","1.81","1.81","3.22","3.22","3.22","126","126","126","3.169337511062622","3.169337511062622","3.169337511062622","3.7301793098449707","3.7301793098449707","3.7301793098449707","126","126","126","1.7719537019729614","1.7719537019729614","1.7719537019729614","3.567044973373413","3.567044973373413","3.567044973373413"
"128","127","127","127","2.944227457046509","2.944227457046509","2.944227457046509","3.2640457153320312","3.2640457153320312","3.2640457153320312","127","127","127","2.0653882026672363","2.0653882026672363","2.0653882026672363","3.50602126121521","3.50602126121521","3.50602126121521","127","127","127","1.81","1.81","1.81","3.22","3.22","3.22","127","127","127","3.1351475715637207","3.1351475715637207","3.1351475715637207","3.870123863220215","3.870123863220215","3.870123863220215","127","127","127","1.8119028806686401","1.8119028806686401","1.8119028806686401","4.133338451385498","4.133338451385498","4.133338451385498"
"129","128","128","128","2.9482998847961426","2.9482998847961426","2.9482998847961426","3.3301808834075928","3.3301808834075928","3.3301808834075928","128","128","128","2.027249336242676","2.027249336242676","2.027249336242676","3.59893798828125","3.59893798828125","3.59893798828125","128","128","128","1.81","1.81","1.81","3.22","3.22","3.22","128","128","128","3.2838492393493652","3.2838492393493652","3.2838492393493652","3.801696300506592","3.801696300506592","3.801696300506592","128","128","128","1.8412580490112305","1.8412580490112305","1.8412580490112305","3.6196389198303223","3.6196389198303223","3.6196389198303223"
"130","129","129","129","2.9403982162475586","2.9403982162475586","2.9403982162475586","3.2911415100097656","3.2911415100097656","3.2911415100097656","129","129","129","1.9845380783081055","1.9845380783081055","1.9845380783081055","3.592585563659668","3.592585563659668","3.592585563659668","129","129","129","1.81","1.81","1.81","3.22","3.22","3.22","129","129","129","3.182591199874878","3.182591199874878","3.182591199874878","4.143029689788818","4.143029689788818","4.143029689788818","129","129","129","1.8097506761550903","1.8097506761550903","1.8097506761550903","4.038061141967773","4.038061141967773","4.038061141967773"
"131","130","130","130","2.9385604858398438","2.9385604858398438","2.9385604858398438","3.277388334274292","3.277388334274292","3.277388334274292","130","130","130","1.9913992881774902","1.9913992881774902","1.9913992881774902","3.616128921508789","3.616128921508789","3.616128921508789","130","130","130","1.81","1.81","1.81","3.22","3.22","3.22","130","130","130","3.175884962081909","3.175884962081909","3.175884962081909","3.606121778488159","3.606121778488159","3.606121778488159","130","130","130","1.8648933172225952","1.8648933172225952","1.8648933172225952","3.6227264404296875","3.6227264404296875","3.6227264404296875"
"132","131","131","131","2.9855682849884033","2.9855682849884033","2.9855682849884033","3.241802453994751","3.241802453994751","3.241802453994751","131","131","131","2.0079050064086914","2.0079050064086914","2.0079050064086914","3.839299201965332","3.839299201965332","3.839299201965332","131","131","131","1.81","1.81","1.81","3.22","3.22","3.22","131","131","131","3.1953394412994385","3.1953394412994385","3.1953394412994385","3.885462999343872","3.885462999343872","3.885462999343872","131","131","131","1.8785141706466675","1.8785141706466675","1.8785141706466675","3.764058828353882","3.764058828353882","3.764058828353882"
"133","132","132","132","2.9210398197174072","2.9210398197174072","2.9210398197174072","3.3657312393188477","3.3657312393188477","3.3657312393188477","132","132","132","1.9419562816619873","1.9419562816619873","1.9419562816619873","3.4879908561706543","3.4879908561706543","3.4879908561706543","132","132","132","1.81","1.81","1.81","3.22","3.22","3.22","132","132","132","3.1663734912872314","3.1663734912872314","3.1663734912872314","3.6715102195739746","3.6715102195739746","3.6715102195739746","132","132","132","1.829415202140808","1.829415202140808","1.829415202140808","3.7078001499176025","3.7078001499176025","3.7078001499176025"
"134","133","133","133","2.9100213050842285","2.9100213050842285","2.9100213050842285","3.2799277305603027","3.2799277305603027","3.2799277305603027","133","133","133","2.0153725147247314","2.0153725147247314","2.0153725147247314","3.6349258422851562","3.6349258422851562","3.6349258422851562","133","133","133","1.81","1.81","1.81","3.22","3.22","3.22","133","133","133","3.1760494709014893","3.1760494709014893","3.1760494709014893","3.6164376735687256","3.6164376735687256","3.6164376735687256","133","133","133","1.9309064149856567","1.9309064149856567","1.9309064149856567","3.955070734024048","3.955070734024048","3.955070734024048"
"135","134","134","134","2.9396209716796875","2.9396209716796875","2.9396209716796875","3.3669698238372803","3.3669698238372803","3.3669698238372803","134","134","134","1.9611382484436035","1.9611382484436035","1.9611382484436035","3.515735149383545","3.515735149383545","3.515735149383545","134","134","134","1.81","1.81","1.81","3.22","3.22","3.22","134","134","134","3.2578330039978027","3.2578330039978027","3.2578330039978027","3.8996903896331787","3.8996903896331787","3.8996903896331787","134","134","134","1.8139535188674927","1.8139535188674927","1.8139535188674927","3.524618625640869","3.524618625640869","3.524618625640869"
"136","135","135","135","2.878325939178467","2.878325939178467","2.878325939178467","3.23368239402771","3.23368239402771","3.23368239402771","135","135","135","1.911647081375122","1.911647081375122","1.911647081375122","3.6323869228363037","3.6323869228363037","3.6323869228363037","135","135","135","1.81","1.81","1.81","3.22","3.22","3.22","135","135","135","3.1965553760528564","3.1965553760528564","3.1965553760528564","3.5674872398376465","3.5674872398376465","3.5674872398376465","135","135","135","1.8501219749450684","1.8501219749450684","1.8501219749450684","3.480145215988159","3.480145215988159","3.480145215988159"
"137","136","136","136","2.938941717147827","2.938941717147827","2.938941717147827","3.4364614486694336","3.4364614486694336","3.4364614486694336","136","136","136","2.007927894592285","2.007927894592285","2.007927894592285","3.6348111629486084","3.6348111629486084","3.6348111629486084","136","136","136","1.81","1.81","1.81","3.22","3.22","3.22","136","136","136","3.186922550201416","3.186922550201416","3.186922550201416","3.893216848373413","3.893216848373413","3.893216848373413","136","136","136","1.9852443933486938","1.9852443933486938","1.9852443933486938","3.7439305782318115","3.7439305782318115","3.7439305782318115"
"138","137","137","137","2.8643476963043213","2.8643476963043213","2.8643476963043213","3.3012301921844482","3.3012301921844482","3.3012301921844482","137","137","137","1.8392077684402466","1.8392077684402466","1.8392077684402466","4.4777960777282715","4.4777960777282715","4.4777960777282715","137","137","137","1.81","1.81","1.81","3.22","3.22","3.22","137","137","137","3.1601712703704834","3.1601712703704834","3.1601712703704834","3.6785802841186523","3.6785802841186523","3.6785802841186523","137","137","137","1.8628178834915161","1.8628178834915161","1.8628178834915161","3.903792381286621","3.903792381286621","3.903792381286621"
"139","138","138","138","2.8647027015686035","2.8647027015686035","2.8647027015686035","3.2665817737579346","3.2665817737579346","3.2665817737579346","138","138","138","1.836864709854126","1.836864709854126","1.836864709854126","3.5710911750793457","3.5710911750793457","3.5710911750793457","138","138","138","1.81","1.81","1.81","3.22","3.22","3.22","138","138","138","3.148202657699585","3.148202657699585","3.148202657699585","3.8124732971191406","3.8124732971191406","3.8124732971191406","138","138","138","1.8148612976074219","1.8148612976074219","1.8148612976074219","3.6931893825531006","3.6931893825531006","3.6931893825531006"
"140","139","139","139","2.9006094932556152","2.9006094932556152","2.9006094932556152","3.4645862579345703","3.4645862579345703","3.4645862579345703","139","139","139","1.9072028398513794","1.9072028398513794","1.9072028398513794","3.5574791431427","3.5574791431427","3.5574791431427","139","139","139","1.81","1.81","1.81","3.22","3.22","3.22","139","139","139","3.181534767150879","3.181534767150879","3.181534767150879","3.7906136512756348","3.7906136512756348","3.7906136512756348","139","139","139","1.8699170351028442","1.8699170351028442","1.8699170351028442","3.9841063022613525","3.9841063022613525","3.9841063022613525"
"141","140","140","140","2.892381429672241","2.892381429672241","2.892381429672241","3.293663263320923","3.293663263320923","3.293663263320923","140","140","140","1.9636616706848145","1.9636616706848145","1.9636616706848145","3.5801148414611816","3.5801148414611816","3.5801148414611816","140","140","140","1.81","1.81","1.81","3.22","3.22","3.22","140","140","140","3.2254645824432373","3.2254645824432373","3.2254645824432373","3.99344539642334","3.99344539642334","3.99344539642334","140","140","140","1.825278401374817","1.825278401374817","1.825278401374817","3.58471941947937","3.58471941947937","3.58471941947937"
"142","141","141","141","2.8306288719177246","2.8306288719177246","2.8306288719177246","3.3906543254852295","3.3906543254852295","3.3906543254852295","141","141","141","1.8609485626220703","1.8609485626220703","1.8609485626220703","3.7030813694000244","3.7030813694000244","3.7030813694000244","141","141","141","1.81","1.81","1.81","3.22","3.22","3.22","141","141","141","3.1220860481262207","3.1220860481262207","3.1220860481262207","3.6584014892578125","3.6584014892578125","3.6584014892578125","141","141","141","1.8405925035476685","1.8405925035476685","1.8405925035476685","3.7785768508911133","3.7785768508911133","3.7785768508911133"
"143","142","142","142","2.832413673400879","2.832413673400879","2.832413673400879","3.398115634918213","3.398115634918213","3.398115634918213","142","142","142","1.8589247465133667","1.8589247465133667","1.8589247465133667","3.7340872287750244","3.7340872287750244","3.7340872287750244","142","142","142","1.81","1.81","1.81","3.22","3.22","3.22","142","142","142","3.106379508972168","3.106379508972168","3.106379508972168","3.745102882385254","3.745102882385254","3.745102882385254","142","142","142","1.7956249713897705","1.7956249713897705","1.7956249713897705","3.8144190311431885","3.8144190311431885","3.8144190311431885"
"144","143","143","143","2.866605520248413","2.866605520248413","2.866605520248413","3.3218905925750732","3.3218905925750732","3.3218905925750732","143","143","143","1.936461091041565","1.936461091041565","1.936461091041565","3.635261058807373","3.635261058807373","3.635261058807373","143","143","143","1.81","1.81","1.81","3.22","3.22","3.22","143","143","143","3.1931467056274414","3.1931467056274414","3.1931467056274414","3.6605494022369385","3.6605494022369385","3.6605494022369385","143","143","143","1.837042212486267","1.837042212486267","1.837042212486267","3.65134334564209","3.65134334564209","3.65134334564209"
"145","144","144","144","2.8260891437530518","2.8260891437530518","2.8260891437530518","3.2575159072875977","3.2575159072875977","3.2575159072875977","144","144","144","1.8499430418014526","1.8499430418014526","1.8499430418014526","4.216440677642822","4.216440677642822","4.216440677642822","144","144","144","1.81","1.81","1.81","3.22","3.22","3.22","144","144","144","3.134342670440674","3.134342670440674","3.134342670440674","3.9143388271331787","3.9143388271331787","3.9143388271331787","144","144","144","1.7466988563537598","1.7466988563537598","1.7466988563537598","3.5319278240203857","3.5319278240203857","3.5319278240203857"
"146","145","145","145","2.7551350593566895","2.7551350593566895","2.7551350593566895","3.3240103721618652","3.3240103721618652","3.3240103721618652","145","145","145","1.7282196283340454","1.7282196283340454","1.7282196283340454","3.502520799636841","3.502520799636841","3.502520799636841","145","145","145","1.81","1.81","1.81","3.22","3.22","3.22","145","145","145","3.1650948524475098","3.1650948524475098","3.1650948524475098","3.9428138732910156","3.9428138732910156","3.9428138732910156","145","145","145","1.7428746223449707","1.7428746223449707","1.7428746223449707","3.6134145259857178","3.6134145259857178","3.6134145259857178"
"147","146","146","146","2.8138747215270996","2.8138747215270996","2.8138747215270996","3.336606502532959","3.336606502532959","3.336606502532959","146","146","146","1.7575374841690063","1.7575374841690063","1.7575374841690063","3.6039109230041504","3.6039109230041504","3.6039109230041504","146","146","146","1.81","1.81","1.81","3.22","3.22","3.22","146","146","146","3.1435184478759766","3.1435184478759766","3.1435184478759766","3.6844961643218994","3.6844961643218994","3.6844961643218994","146","146","146","1.748800277709961","1.748800277709961","1.748800277709961","3.806640863418579","3.806640863418579","3.806640863418579"
